genre,prénom
1,FLEURIE
1,FLEURINA
1,FLEURINE
2,FLEURIS
2,FLEURY
0,FLORA
0,FLORE
2,FLOREAL
1,FLOREALE
1,FLORELLE
0,FLORENCE
1,FLORENCIA
2,FLORENCIO
2,FLORENT
0,FLORENTIN
1,FLORENTINA
1,FLORENTINE
1,FLORESTINE
1,FLORETTE
1,FLORIA
2,FLORIAN
1,FLORIANE
1,FLORIANNE
2,FLORICE
1,FLORIDA
2,FLORIDE
2,FLORIMOND
1,FLORIMONDE
2,FLORIN
1,FLORINA
1,FLORINDA
2,FLORINDO
1,FLORINE
2,FLORIS
1,FLORISE
1,FLORISSE
2,FLORIUS
2,FLORY
2,FOCH
1,FOCHETTE
2,FORT
0,FORTUNA
2,FORTUNAT
2,FORTUNATO
0,FORTUNE
0,FORTUNEE
1,FOSCA
2,FRANC
1,FRANCA
0,FRANCE
2,FRANCELIN
1,FRANCELINE
1,FRANCES
1,FRANCESCA
2,FRANCESCO
1,FRANCETTE
1,FRANCIA
1,FRANCIANE
1,FRANCILE
1,FRANCILIA
1,FRANCINA
1,FRANCINE
2,FRANCINET
1,FRANCINETTE
2,FRANCIS
1,FRANCISA
1,FRANCISCA
2,FRANCISCO
1,FRANCISE
1,FRANCISKA
0,FRANCISQUE
2,FRANCISZEK
1,FRANCISZKA
2,FRANCIUS
2,FRANCK
2,FRANCO
2,FRANK
2,FRANKLIN
2,FRANS
2,FRANTZ
2,FRANZ
0,FRANÇOIS
2,FRANÇOIS-MARIE
2,FRANÇOIS-XAVIER
0,FRANÇOISE
2,FRED
1,FREDA
2,FREDDY
2,FREDE
1,FREDERICA
2,FREDERICH
2,FREDERICK
2,FREDY
2,FREJUS
2,FRENCH
1,FRIDA
2,FRIDOLIN
1,FRIDOLINE
0,FRIEDA
1,FRIEDE
2,FRIEDRICH
1,FRISIA
2,FRITZ
1,FRUCTUEUSE
1,FRUCTUEUX
2,FRUMENCE
0,FRÉDÉRIC
1,FRÉDÉRIQUE
0,FULBERT
1,FULBERTE
2,FULCRAND
0,FULGENCE
2,FULGENT
1,FULVIA
2,FULVIO
2,FURCY
2,FURSY
1,FÉLICIE
1,FÉLICIENNE
1,FÉLICITÉ
0,FÉLIX
1,GABIN
0,GABRIEL
1,GABRIELE
1,GABRIELLA
0,GABRIELLE
0,GABY
2,GAEL
1,GAETANE
1,GAETANNE
2,GAETANO
1,GALINA
2,GARABET
2,GARCIN
2,GARIBALDI
2,GASPARD
1,GASPARINE
0,GASTON
1,GASTONIA
1,GASTONNE
2,GATIEN
1,GATIENNE
2,GAUDENS
2,GAUDERIQUE
2,GAUTHIER
2,GAUTIER
1,GAVINA
0,GAËTAN
1,GAËTANE
2,GEDEON
2,GELINDO
1,GEMMA
1,GEMME
2,GENEREUX
2,GENES
1,GENEVIEVRE
0,GENEVIÈVE
1,GENIA
1,GENIE
1,GENNY
1,GENOFEFA
1,GENOVEFA
1,GENOWEFA
2,GENTIL
1,GENTILLE
2,GEO
1,GEOFFRETTE
2,GEOFFREY
2,GEOFFROI
0,GEOFFROY
2,GEOFROY
1,GEORGE
0,GEORGES
2,GEORGET
1,GEORGETTE
1,GEORGINA
1,GEORGINE
1,GERALDA
1,GERALDINE
1,GERARDE
1,GERARDINE
2,GERARDO
2,GERASIME
2,GERAUD
1,GERDA
1,GERDE
2,GEREMIE
2,GERHARD
0,GERMAIN
0,GERMAINE
1,GERMANIE
2,GERMANO
2,GERMIER
1,GERMINA
2,GERMINAL
1,GERMINALE
1,GERMINE
2,GEROME
1,GEROMINE
1,GERONIA
2,GERSON
1,GERTA
1,GERTRUD
1,GERTRUDA
0,GERTRUDE
0,GERVAIS
1,GERVAISE
2,GERVILLE
1,GERVILLIA
2,GERY
2,GHISLAIN
1,GHISLAINE
1,GHISLENE
1,GHYSLAINE
2,GIACINTO
1,GIACOMINA
2,GIACOMO
1,GIANINA
1,GIENOWEFA
2,GIL
0,GILBERT
1,GILBERTA
1,GILBERTE
1,GILBERTHE
2,GILBERTO
1,GILDA
2,GILDAS
2,GILDEBERT
2,GILDO
2,GILES
1,GILETTE
2,GILL
1,GILLA
2,GILLE
0,GILLES
1,GILLETTE
1,GINA
2,GINES
1,GINESA
1,GINETE
1,GINETTA
1,GINETTE
2,GINEZ
1,GINNETTE
2,GINO
1,GIOCONDA
2,GIORDANO
1,GIORGINA
2,GIORGIO
1,GIOVANA
2,GIOVANI
1,GIOVANINA
1,GIOVANNA
2,GIOVANNI
1,GIOVANNINA
2,GIRARD
2,GIRONS
0,GISEL
1,GISELAINE
1,GISELLA
0,GISELLE
1,GISETTE
1,GISHLAINE
2,GISLAIN
1,GISLAINE
1,GISLENE
1,GISLHAINE
1,GISÈLE
2,GIULIO
2,GIUSEPPE
1,GIUSEPPINA
1,GIZELE
1,GIZELLE
1,GLADIE
1,GLADIS
1,GLADY
1,GLADYS
1,GLAUDIA
1,GLODIA
1,GLORIA
2,GODEBERT
2,GODEFROI
0,GODEFROY
1,GODELEINE
1,GODELIEVE
1,GODELIVE
0,GODFROY
2,GOLBERT
1,GOLDA
2,GONTHIER
0,GONTRAN
1,GONTRAND
2,GONZAGUE
2,GONZALVE
2,GORDON
2,GOTTFRIED
2,GOTTLIEB
2,GOUESNOU
2,GOULVEN
2,GOURGON
0,GRACE
1,GRACIA
1,GRACIANNE
1,GRACIE
2,GRACIEN
1,GRACIENNE
1,GRACIETTE
1,GRACIEUSE
2,GRACIEUX
1,GRACY
2,GRAT
2,GRATIAN
1,GRATIANNE
2,GRATIEN
1,GRATIENNE
1,GRATIEUSE
1,GRAZIA
1,GRAZIELLA
1,GREGORIA
2,GREGORIO
1,GRETA
1,GRETE
0,GRÉGOIRE
0,GUALBERT
1,GUALBERTE
2,GUENOLE
2,GUERIERO
2,GUERIN
1,GUERINA
2,GUERINO
1,GUERRINA
2,GUERRINO
2,GUGLIELMO
2,GUI
2,GUIDE
2,GUIDO
2,GUIGNER
1,GUILAINE
2,GUILBERT
2,GUILHAUME
2,GUILHEM
1,GUILHERMINE
0,GUILLAUME
1,GUILLAUMETTE
1,GUILLAUMINE
1,GUILLEMETTE
1,GUILLEMINE
2,GUILLERMIN
1,GUILLERMINE
2,GUILLERMO
1,GUISEPPA
2,GUISEPPE
1,GUISEPPINA
2,GUISLAIN
1,GUISLAINE
2,GUNTER
2,GUNTHER
1,GUSTA
1,GUSTALINE
2,GUSTAV
0,GUSTAVE
1,GUSTAVIE
1,GUSTAVINE
2,GUSTIN
1,GUSTINE
0,GUY
1,GYNETTE
1,GYSELE
1,GYSELLE
1,GYSLAINE
2,GÉRALD
0,GÉRARD
2,HAIM
1,HALINA
2,HAMON
1,HANNA
2,HANS
2,HARALD
1,HARLETTE
2,HAROLD
2,HARRY
0,HAVENNE
1,HAYDEE
2,HEBERT
2,HECTOR
1,HEDWIG
0,HEDWIGE
1,HEDWIGUE
0,HEGESIPPE
2,HEINZ
1,HELA
1,HELEINE
2,HELEN
1,HELENA
1,HELENNE
1,HELEONORE
1,HELGA
2,HELI
1,HELIA
1,HELIADE
1,HELIANE
2,HELIE
2,HELIER
1,HELIETT
1,HELIETTE
1,HELINA
2,HELIODORE
1,HELLA
1,HELLENA
1,HELLENE
2,HELLMUT
2,HELLMUTH
2,HELMUT
2,HELMUTH
1,HELVETIA
1,HELYETT
1,HELYETTE
1,HENA
2,HENDRICK
2,HENDRYK
0,HENRI
1,HENRIA
1,HENRIANE
1,HENRIANNE
1,HENRICIE
2,HENRICK
2,HENRIE
1,HENRIETTA
1,HENRIETTE
2,HENRIK
1,HENRIKA
1,HENRILIA
1,HENRITA
2,HENRIUS
2,HENRY
2,HENRYK
1,HENRYKA
2,HERALD
2,HERBERT
2,HERCULE
2,HERIBERT
2,HERLE
2,HERMAN
1,HERMANCE
2,HERMAND
1,HERMANDE
0,HERMANN
2,HERMANT
1,HERMANTINE
1,HERMELINE
1,HERMENCE
1,HERMENEGILDE
2,HERMES
2,HERMIN
1,HERMINA
1,HERMINE
1,HERMINIA
1,HERMINIE
2,HERMINIO
2,HERRMANN
1,HERSILIE
1,HERTA
1,HERTHA
1,HERTHE
1,HERVELINE
2,HERVÉ
0,HILAIRE
1,HILARIA
2,HILARIO
0,HILARION
1,HILARIONNE
1,HILDA
1,HILDE
2,HILDEBERT
1,HILDEGARD
1,HILDEGARDE
0,HILDEVERT
2,HILLAIRE
1,HINDA
2,HIPOLYTE
2,HIPPOLITE
0,HIPPOLYTE
2,HIPPOLYTHE
1,HIRMA
2,HOCHE
1,HOLLANDE
2,HOMERE
2,HONESTE
2,HONNORE
1,HONORA
1,HONORAT
1,HONORATA
0,HONORE
1,HONOREE
2,HONORIN
1,HONORINE
2,HONORIO
2,HONORIUS
2,HORACE
2,HORST
1,HORTENCE
0,HORTENSE
1,HORTENSIA
1,HOSANNA
0,HUBERT
1,HUBERTE
1,HUBERTINE
1,HUGETTE
2,HUGO
2,HUGUE
0,HUGUES
1,HUGUETTE
1,HULDA
2,HUMBERT
1,HUMBERTE
2,HUMBERTO
2,HURARD
2,HYACINTE
1,HYACINTHE
2,HYGIN
2,HYPOLITE
2,HYPOLYTE
2,HYPPOLITE
2,HYPPOLYTE
1,HÉLOÏSE
1,HÉLÈNA
0,HÉLÈNE
1,HÉLÉNA
2,IBRAHIM
0,IDA
1,IDALIE
1,IDE
1,IDEA
2,IDEAL
1,IDELETTE
2,IDO
1,IDORA
2,IGINO
0,IGNACE
1,IGNACIA
1,IGNACIE
2,IGNACIO
2,IGOR
2,ILARIO
1,ILDA
2,ILDEBERT
2,ILDEFONSE
2,ILDEPHONSE
0,ILDEVERT
1,ILIANE
1,ILONA
1,ILSE
1,ILVA
2,IMBERT
1,IMELDA
1,INCARNACION
1,INCARNATION
2,INEL
1,INESSE
1,INGEBORG
1,INGRID
1,INNOCENCE
0,INNOCENT
1,INNOCENTE
1,INÈS
1,IOLA
1,IOLANDA
1,IOLANDE
1,IOLE
1,IPHIGENIE
1,IRANIE
1,IREINE
1,IRENA
1,IRENEE
1,IRENNE
1,IRIDE
0,IRIS
1,IRLANDA
1,IRLANDE
0,IRMA
1,IRMGARD
1,IRMGARDE
2,IRMIN
1,IRMINA
0,IRMINE
1,IRMIS
0,IRÈNE
1,IRÉNÉE
1,ISA
2,ISAAC
1,ISABEL
1,ISABELLA
0,ISABELLE
2,ISAEL
2,ISAI
0,ISAIE
1,ISALINE
2,ISAMBERT
1,ISAURE
1,ISBERGUE
2,ISIDOR
1,ISIDORA
0,ISIDORE
1,ISIDORINE
2,ISIDORO
2,ISMAEL
1,ISMENE
1,ISMENIE
1,ISMERIE
2,ISMIN
2,ISNEL
1,ISOLA
1,ISOLINA
1,ISOLINE
1,ISORE
2,ISRAEL
2,ISSOP
1,ITALA
1,ITALIA
1,ITALIE
2,ITALO
1,IVA
2,IVAN
1,IVANE
1,IVELINE
2,IVES
1,IVETTE
2,IVO
2,IVON
1,IVONE
1,IVONNE
2,IVRIN
1,IZABELLE
1,IZALINE
1,JACINTHE
2,JACK
2,JACKIE
2,JACKY
0,JACOB
1,JACOBINE
2,JACQUE
2,JACQUELIN
1,JACQUELINE
1,JACQUEMINE
1,JACQUEMINETTE
0,JACQUES
1,JACQUETTE
1,JADWIGA
2,JAIME
2,JAK
2,JAME
2,JAMES
2,JAN
1,JANE
1,JANETTE
1,JANIA
1,JANICK
1,JANIE
1,JANINA
1,JANINE
1,JANNE
1,JANNIE
1,JANNINA
1,JANNINE
1,JANNY
2,JANO
2,JANOT
2,JANVIER
1,JANY
1,JANYNE
2,JAOUA
1,JAQUELINE
2,JAROSLAV
2,JAROSLAW
2,JASMIN
1,JASMINE
1,JASMONDE
2,JAUFFRET
2,JAURES
2,JEACQUES
0,JEAN
2,JEAN-ALBERT
2,JEAN-ALFRED
2,JEAN-ANDRÉ
2,JEAN-ANTOINE
2,JEAN-AUGUSTE
0,JEAN-BAPTISTE
2,JEAN-BERNARD
2,JEAN-CAMILLE
2,JEAN-CHARLES
2,JEAN-CLAUDE
2,JEAN-EMILE
2,JEAN-ETIENNE
2,JEAN-EUGÈNE
2,JEAN-FRANÇOIS
2,JEAN-FÉLIX
2,JEAN-GABRIEL
2,JEAN-GEORGES
2,JEAN-HENRI
2,JEAN-JACQUES
2,JEAN-JOSEPH
2,JEAN-JULES
2,JEAN-LOUIS
2,JEAN-LUC
2,JEAN-LUCIEN
2,JEAN-LÉON
2,JEAN-MARC
2,JEAN-MARCEL
2,JEAN-MARIE
2,JEAN-MARIUS
2,JEAN-MARY
2,JEAN-MAURICE
2,JEAN-MICHEL
2,JEAN-NOËL
2,JEAN-PAUL
2,JEAN-PHILIPPE
2,JEAN-PIERRE
2,JEAN-RAYMOND
2,JEAN-RENÉ
2,JEAN-ROBERT
2,JEAN-ROGER
2,JEAN-VICTOR
2,JEAN-YVES
1,JEANE
1,JEANETTE
1,JEANINA
1,JEANINE
1,JEANINNE
1,JEANNA
0,JEANNE
1,JEANNE-LOUISE
1,JEANNE-MARIE
1,JEANNETTE
1,JEANNIE
1,JEANNINA
1,JEANNINE
2,JEANNOT
1,JEANNOTTE
1,JEANNY
2,JEANOT
2,JEANTY
2,JEHAN
1,JEHANE
1,JEHANNE
1,JEMMA
1,JENNY
0,JEREMIE
0,JEROME
1,JEROMIA
1,JEROMINE
1,JESSIE
2,JESUS
2,JIM
2,JIMMY
1,JINETTE
0,JOACHIM
1,JOACHIME
2,JOACHIN
1,JOACHINE
0,JOAN
2,JOANES
2,JOANIS
1,JOANNA
1,JOANNE
2,JOANNES
2,JOANNET
2,JOANNI
2,JOANNIN
2,JOANNIS
0,JOANNY
2,JOANY
2,JOAQUIM
2,JOAQUIN
1,JOAQUINA
1,JOAQUINE
1,JOASSINE
2,JOB
1,JOCELINE
2,JOCELYN
1,JOCELYNE
1,JOCONDE
1,JOE
2,JOFFRE
2,JOFFRET
1,JOFFRETTE
2,JOFFRIN
1,JOFFRINE
1,JOFRETTE
2,JOHAN
2,JOHANES
2,JOHANN
1,JOHANNA
2,JOHANNES
2,JOHANNY
2,JOHN
0,JONAS
2,JONATHAN
1,JOSANNE
2,JOSAPHAT
1,JOSEE
2,JOSEF
1,JOSEFA
1,JOSELINE
0,JOSEPH
0,JOSEPHA
2,JOSEPHAT
0,JOSEPHE
2,JOSEPHIN
1,JOSEPHINA
1,JOSEPHINE
1,JOSEPHTE
1,JOSETE
1,JOSETTE
1,JOSIANE
1,JOSIANNE
1,JOSINE
2,JOSSE
2,JOSSELIN
1,JOSSELINE
1,JOSSIANE
2,JOSUE
1,JOSYANE
1,JOSÈPHE
0,JOSÉ
1,JOSÉPHA
1,JOSÉPHINE
1,JOUANNA
2,JOUBERT
2,JOURDAN
2,JOZEF
1,JOZEFA
1,JOZETTE
2,JOËL
1,JOËLLE
2,JUAN
1,JUANA
1,JUANITA
2,JUDE
2,JUDES
2,JUDICAEL
1,JUDITH
1,JUDITHE
2,JUGE
2,JUILLET
1,JUILLETTE
2,JULE
1,JULEMA
0,JULES
1,JULETTE
0,JULIA
2,JULIAN
1,JULIANA
1,JULIANE
1,JULIANNA
1,JULIANNE
2,JULIANO
1,JULICIA
2,JULICIEN
0,JULIE
0,JULIEN
1,JULIENNA
1,JULIENNE
1,JULIETTE
1,JULINA
2,JULIO
1,JULITTE
2,JULIUS
2,JULLIEN
1,JULLIENNE
1,JULLIETTE
2,JULO
2,JULOT
1,JUNIE
2,JUNIEN
2,JUNIOR
2,JURIEN
2,JUST
1,JUSTA
0,JUSTE
0,JUSTIN
1,JUSTINA
1,JUSTINE
2,JUSTINIEN
2,JUVENAL
1,JUZEFA
2,KARL
2,KASIMIR
1,KASIMIRA
1,KATHARINA
1,KATHE
1,KATHLEEN
1,KAZIMIERA
2,KAZIMIERZ
1,KAZIMIRA
1,KAZMIERA
2,KENNETH
1,KETTY
2,KICHENASSAMY
2,KLEBER
2,KLEBERT
1,KLEBERTE
1,KLEBERTINE
2,KLÉBER
2,KONRAD
2,KRUGER
2,KURT
2,LADISLAS
2,LADISLAW
1,LADISLAWA
1,LAETITIA
0,LAMBERT
1,LAMBERTINE
0,LANDRY
2,LANGE
1,LATCHIMAYE
1,LATCHIMY
1,LATIMY
2,LAUDRY
1,LAURA
1,LAURAINE
1,LAURANCE
0,LAURE
1,LAUREA
1,LAURENCE
1,LAURENCIA
1,LAURENCIE
2,LAURENCIN
1,LAURENCINE
2,LAURENS
0,LAURENT
1,LAURENTE
1,LAURENTIA
1,LAURENTIE
1,LAURENTINE
1,LAURENZA
1,LAURETTA
1,LAURETTE
1,LAURIANE
1,LAURIANNE
1,LAURINE
2,LAVENTURE
0,LAZARE
1,LAZARETTE
1,LAZARINE
2,LAZARO
2,LAZARRE
1,LEANDRA
2,LEANDRO
1,LEDA
2,LEGER
1,LELIA
1,LELIE
1,LENINA
2,LENINE
2,LEOBARD
2,LEOCADE
1,LEOCADIA
0,LEOCADIE
1,LEODA
2,LEODEGAR
1,LEODIE
1,LEOKADIA
1,LEONA
0,LEONARD
1,LEONARDE
2,LEONARDO
1,LEONCE
1,LEONCIA
1,LEONCIE
1,LEONCINE
2,LEONEL
1,LEONETTE
2,LEONHARD
1,LEONIA
1,LEONIDA
2,LEONIDAS
0,LEONIDE
2,LEONIEN
1,LEONILDA
1,LEONILDE
1,LEONINE
1,LEONISE
1,LEONNA
1,LEONNE
1,LEONNIE
2,LEONOR
1,LEONORA
0,LEONORE
1,LEONTE
2,LEONTEL
1,LEONTIA
2,LEONTIN
2,LEONUS
2,LEOPOL
0,LEOPOLD
1,LEOPOLDA
1,LEOPOLDINE
2,LEOPOLDO
1,LERIA
1,LESCADIE
2,LESLIE
1,LETICIA
1,LETITIA
1,LETIZIA
0,LEU
2,LEVI
2,LEVY
2,LEZIN
1,LEZINE
1,LIA
1,LIANA
1,LIANE
1,LIBERA
2,LIBERAL
1,LIBERATA
2,LIBERO
1,LIBERTA
1,LIBERTAD
1,LIBERTE
1,LIBRE
1,LIBUSE
1,LIDA
1,LIDIA
1,LIDIE
2,LIDIO
2,LIDO
1,LIDY
0,LIE
2,LIEBERT
1,LIESE
1,LIESELOTTE
1,LIETTE
2,LIEVIN
1,LIGLIA
1,LILA
1,LILETTE
1,LILI
1,LILIA
1,LILIAN
1,LILIANA
1,LILIANE
1,LILIANNE
1,LILIE
1,LILLA
1,LILLI
1,LILLIA
1,LILLIANA
1,LILLIANE
1,LILLINE
2,LILLUS
1,LILLY
1,LILY
1,LILYANE
0,LIN
1,LINA
1,LINDA
1,LINE
1,LINETTE
1,LINNA
2,LINO
2,LINUS
2,LIONEL
1,LIONELLE
2,LIONNEL
1,LISA
1,LISBETH
1,LISE
1,LISELOTTE
1,LISETTE
1,LISIANE
1,LISIANNE
1,LISON
1,LIVIA
1,LIVIE
1,LIVINE
2,LIVIO
1,LIZA
1,LODA
2,LODOIS
1,LODOISKA
1,LOETARE
1,LOETICIA
1,LOETITIA
1,LOETIZIA
1,LOISE
1,LOLA
1,LOLITA
1,LORE
1,LORENA
1,LORENCE
2,LORENT
2,LORENZ
1,LORENZA
2,LORENZO
1,LORETA
1,LORETTA
1,LORETTE
2,LORRAIN
1,LORRAINE
2,LOTHAIRE
2,LOTHAR
1,LOTTE
0,LOUIS
2,LOUIS-MARIE
2,LOUIS-PIERRE
1,LOUISA
1,LOUISANE
0,LOUISE
1,LOUISE-MARIE
1,LOUISETTE
1,LOUISIA
1,LOUISIANE
1,LOUISON
2,LOUISY
2,LOÏC
2,LOÏS
2,LUBIN
0,LUC
2,LUCAIN
2,LUCAS
2,LUCAY
0,LUCE
2,LUCET
1,LUCETTE
1,LUCIA
1,LUCIANA
1,LUCIANE
1,LUCIANNE
2,LUCIANO
2,LUCIDE
0,LUCIE
0,LUCIEN
1,LUCIENNE
0,LUCILE
1,LUCILIA
1,LUCILLE
1,LUCINA
1,LUCINDE
1,LUCINE
2,LUCIO
2,LUCIUS
1,LUCRECE
1,LUCY
1,LUCYLE
0,LUDGER
1,LUDIVINE
1,LUDMILA
2,LUDOMIR
0,LUDOVIC
1,LUDOVICA
1,LUDOVIE
1,LUDOVINE
1,LUDOVIQUE
2,LUDWIG
2,LUDWIK
1,LUDWIKA
1,LUDWINE
2,LUGLIEN
2,LUIGI
1,LUIGIA
1,LUIGINA
2,LUIS
1,LUISA
2,LUIZ
2,LUTHER
1,LUZ
1,LYANE
1,LYDA
1,LYDIA
0,LYDIE
1,LYLIANE
2,LYONEL
2,LYONNEL
1,LYSE
1,LYSIANE
1,LYSIANNE
0,LÉA
0,LÉANDRE
1,LÉANE
1,LÉNA
2,LÉO
0,LÉON
0,LÉONCE
0,LÉONE
1,LÉONIDE
1,LÉONIE
1,LÉONNE
1,LÉONTINE
2,LÉOPOLD
1,MABEL
0,MACAIRE
1,MADALENA
1,MADDALENA
1,MADDY
1,MADELAINE
0,MADELEINE
1,MADELINA
1,MADELINE
1,MADELON
1,MADIANA
1,MADY
1,MAFALDA
1,MAGALI
1,MAGALIE
1,MAGDA
1,MAGDALENA
1,MAGDELAINE
1,MAGDELEINE
0,MAGLOIRE
1,MAIDA
1,MAIRE
2,MAIXENT
1,MALCIE
1,MALCY
1,MALFADA
2,MALO
1,MALVINA
1,MALVINE
1,MAMERT
2,MAMODE
2,MANDE
2,MANFRED
2,MANOEL
1,MANON
2,MANSUY
2,MANUEL
1,MANUELA
1,MANUELLA
1,MANUELLE
2,MARAT
0,MARC
2,MARCEAU
2,MARCEDONIUS
0,MARCEL
1,MARCELE
2,MARCELIN
1,MARCELINA
1,MARCELINE
2,MARCELINO
1,MARCELLA
0,MARCELLE
1,MARCELLIA
2,MARCELLIN
1,MARCELLINE
2,MARCELLO
2,MARCELLUS
2,MARCELY
2,MARCIAL
2,MARCIEN
1,MARCIENNE
2,MARCO
2,MARCOS
2,MARCUS
1,MARDAYE
2,MARDE
2,MARDEMOUTOU
1,MARDINE
1,MARGARET
1,MARGARITA
1,MARGHERITA
1,MARGOT
1,MARGUERITA
0,MARGUERITE
1,MARGUERITE-MARIE
1,MARGUERITTE
2,MARI
0,MARIA
1,MARIA-ANTOINETTE
1,MARIA-JEANNE
1,MARIA-LOUISE
2,MARIAM
2,MARIAN
1,MARIANA
1,MARIANE
1,MARIANNA
0,MARIANNE
2,MARIANNO
2,MARIANO
1,MARIAYE
0,MARIE
1,MARIE-ADRIENNE
1,MARIE-ADÈLE
1,MARIE-AGNÈS
1,MARIE-AIMÉE
1,MARIE-ALBERTINE
1,MARIE-ALEXANDRINE
1,MARIE-ALICE
1,MARIE-ALINE
1,MARIE-ALPHONSINE
1,MARIE-AMÉLIE
1,MARIE-ANDRÉE
1,MARIE-ANGE
1,MARIE-ANGELINE
1,MARIE-ANGÈLE
1,MARIE-ANNA
1,MARIE-ANNE
1,MARIE-ANNETTE
1,MARIE-ANNITA
1,MARIE-ANTOINETTE
1,MARIE-ANTONIA
1,MARIE-ANTONINE
1,MARIE-AUGUSTA
1,MARIE-AUGUSTINE
1,MARIE-BAPTISTINE
1,MARIE-BARBE
1,MARIE-BERNADETTE
1,MARIE-BERTHE
1,MARIE-BLANCHE
1,MARIE-CAMILLE
1,MARIE-CATHERINE
1,MARIE-CELESTINE
2,MARIE-CHARLES
1,MARIE-CHARLOTTE
1,MARIE-CHRISTINE
1,MARIE-CLAIRE
1,MARIE-CLAUDE
1,MARIE-CLAUDIA
1,MARIE-CLAUDINE
1,MARIE-CLOTILDE
1,MARIE-CLÉMENCE
1,MARIE-CÉCILE
1,MARIE-CÉLINE
1,MARIE-DELPHINE
1,MARIE-DENISE
1,MARIE-DOMINIQUE
1,MARIE-ELISA
1,MARIE-ELISABETH
1,MARIE-ELISE
1,MARIE-EMILIA
1,MARIE-EMILIE
1,MARIE-EMILIENNE
1,MARIE-ERNESTINE
1,MARIE-EUGÉNIE
1,MARIE-EULALIE
1,MARIE-FELICIE
1,MARIE-FERNANDE
1,MARIE-FRANCE
1,MARIE-FRANCINE
1,MARIE-FRANÇOISE
1,MARIE-GABRIELLE
1,MARIE-GENEVIÈVE
1,MARIE-GEORGETTE
1,MARIE-GERMAINE
1,MARIE-GERTRUDE
1,MARIE-HENRIETTE
1,MARIE-HÉLÈNE
1,MARIE-IRÈNE
1,MARIE-JEANNE
0,MARIE-JOSEPH
1,MARIE-JOSEPHE
1,MARIE-JOSEPHINE
1,MARIE-JOSÈPHE
1,MARIE-JOSÉ
1,MARIE-JULIE
1,MARIE-JULIENNE
1,MARIE-JULIETTE
1,MARIE-JUSTINE
1,MARIE-LAURE
1,MARIE-LAURENCE
1,MARIE-LISE
2,MARIE-LOUIS
1,MARIE-LOUISE
1,MARIE-LUCE
1,MARIE-LUCIE
1,MARIE-LUCIENNE
1,MARIE-LÉONE
1,MARIE-LÉONIE
1,MARIE-LÉONTINE
1,MARIE-MADELAINE
1,MARIE-MADELEINE
1,MARIE-MAGDELEINE
1,MARIE-MARCELINE
1,MARIE-MARCELLE
1,MARIE-MARGUERITE
1,MARIE-MARTHE
1,MARIE-MATHILDE
1,MARIE-MÉLANIE
1,MARIE-NOELA
1,MARIE-NOËL
1,MARIE-OCTAVIE
1,MARIE-ODETTE
1,MARIE-ODILE
2,MARIE-PAUL
1,MARIE-PAULE
1,MARIE-PAULINE
1,MARIE-PHILOMENE
1,MARIE-PIERRETTE
1,MARIE-RAPHAËL
1,MARIE-RAYMONDE
1,MARIE-REINE
1,MARIE-RENÉE
1,MARIE-RITA
1,MARIE-ROSA
1,MARIE-ROSALIE
1,MARIE-ROSE
1,MARIE-ROSINE
1,MARIE-SAINTE
1,MARIE-SIMONE
1,MARIE-SOLANGE
1,MARIE-SUZANNE
1,MARIE-SYLVIE
1,MARIE-THEREZE
1,MARIE-THÉRÈSE
1,MARIE-VICTOIRE
1,MARIE-VICTORINE
1,MARIE-VINCENTE
1,MARIE-VIRGINIE
1,MARIE-YVETTE
1,MARIE-YVONNE
2,MARIEL
1,MARIELLE
2,MARIEN
1,MARIETTA
1,MARIETTE
1,MARILIS
1,MARILYS
2,MARIMOUTOU
0,MARIN
1,MARINA
1,MARINE
1,MARINETTE
2,MARINO
2,MARIO
2,MARION
1,MARIOTTE
1,MARISE
1,MARISKA
1,MARITA
1,MARITZA
1,MARIUCCIA
0,MARIUS
1,MARIVONNE
1,MARJA
2,MARJAN
1,MARJANNA
1,MARJOLAINE
1,MARJORIE
1,MARLIESE
1,MARLISE
1,MARLYSE
2,MARS
1,MARTA
1,MARTE
2,MARTEL
1,MARTHA
0,MARTHE
1,MARTHINE
2,MARTIAL
1,MARTIALE
1,MARTIALINE
1,MARTIALISE
0,MARTIN
1,MARTINA
0,MARTINE
1,MARTINEZ
2,MARTINO
2,MARTY
2,MARTYR
2,MARX
1,MARY
2,MARYAN
1,MARYANNA
2,MARYJAN
1,MARYJANNA
1,MARYLIS
1,MARYSE
1,MARYVONNE
2,MASSENA
2,MATERNE
1,MATHEA
1,MATHEE
0,MATHIAS
1,MATHIDE
0,MATHIEU
1,MATHILDA
0,MATHILDE
2,MATHIS
0,MATHURIN
1,MATHURINE
2,MATIAS
1,MATILDE
1,MATTEA
2,MATTHIAS
2,MATTHIEU
2,MATTÉO
2,MATÉO
1,MAUD
1,MAUDE
2,MAUDEZ
2,MAULEON
2,MAUR
0,MAURICE
1,MAURICETTE
1,MAURICIA
1,MAURICIENNE
1,MAURILLE
1,MAURILLIA
1,MAURISE
2,MAX
2,MAXE
1,MAXELLENDE
1,MAXENCE
1,MAXIMA
0,MAXIME
2,MAXIMIEN
1,MAXIMILIA
2,MAXIMILIAN
2,MAXIMILIEN
1,MAXIMILIENNE
1,MAXIMILLIENNE
0,MAXIMIN
1,MAXIMINE
1,MAXIMISE
1,MAY
2,MAYER
2,MAYEUL
1,MEA
1,MEDALINE
0,MEDARD
